id,name,current_party,current_district,current_chamber,given_name,family_name,gender,biography,birth_date,death_date,image,links,sources,capitol_address,capitol_email,capitol_voice,capitol_fax,district_address,district_email,district_voice,district_fax,twitter,youtube,instagram,facebook
ocd-person/8176ce66-2967-4095-9314-21c266fe3e6f,Bradley Ralph,Republican,119,lower,Bradley,Ralph,,,,,http://www.kslegislature.org/li/m/images/pics/rep_ralph_bradley_1.jpg,http://www.kslegislature.org/li/b2019_20/members/rep_ralph_bradley_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/rep_ralph_bradley_1,"Room 512-N;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",Brad.Ralph@house.ks.gov,785-296-7501,,,,,,,,,
ocd-person/a3bc67f4-8f74-4e64-b405-9dfe0c6ef45f,Brandon Whipple,Democratic,96,lower,Brandon,Whipple,,,,,http://www.kslegislature.org/li/m/images/pics/rep_whipple_brandon_1.jpg,http://www.kslegislature.org/li/b2019_20/members/rep_whipple_brandon_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/rep_whipple_brandon_1,"Room 452-S;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",brandon.whipple@house.ks.gov,785-296-7366,,,,,,,,,
ocd-person/7e82e21f-443a-4d81-b4a8-c41af07913b1,Brandon Woodard,Democratic,30,lower,Brandon,Woodard,,,,,http://www.kslegislature.org/li/m/images/pics/rep_woodard_brandon_1.jpg,http://www.kslegislature.org/li/b2019_20/members/rep_woodard_brandon_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/rep_woodard_brandon_1,"Room 174-W;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",Brandon.Woodard@house.ks.gov,785-296-5593,,,,,,,,,
ocd-person/874c8642-10e3-4c85-a84c-e98894a89758,Brenda Dietrich,Republican,52,lower,Brenda,Dietrich,,,,,http://www.kslegislature.org/li/m/images/pics/rep_dietrich_brenda_1.jpg,http://www.kslegislature.org/li/b2019_20/members/rep_dietrich_brenda_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/rep_dietrich_brenda_1,"Room 165-W;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",Brenda.Dietrich@house.ks.gov,785-296-7648,,,,,,,,,
ocd-person/4f9fb266-2de1-4d94-948e-9e0255666c52,Brenda Landwehr,Republican,105,lower,Brenda,Landwehr,,,,,http://www.kslegislature.org/li/m/images/pics/rep_landwehr_brenda_1.jpg,http://www.kslegislature.org/li/b2019_20/members/rep_landwehr_brenda_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/rep_landwehr_brenda_1,"Room 352-S;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",brenda.landwehr@house.ks.gov,785-296-7488,,,,,,,,,
ocd-person/79ed2daf-c42a-4466-930b-737ffd7ffc82,Brett Parker,Democratic,29,lower,Brett,Parker,,,,,http://www.kslegislature.org/li/m/images/pics/rep_parker_brett_1.jpg,http://www.kslegislature.org/li/b2019_20/members/rep_parker_brett_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/rep_parker_brett_1,"Room 451-S;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",Brett.Parker@house.ks.gov,785-296-5413,,,,,,,,,
ocd-person/f8ad1b70-34d0-486f-92af-0289e154d2db,Broderick Henderson,Democratic,35,lower,Broderick,Henderson,,,,,http://www.kslegislature.org/li/m/images/pics/rep_henderson_broderick_1.jpg,http://www.kslegislature.org/li/b2019_20/members/rep_henderson_broderick_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/rep_henderson_broderick_1,"Room 451-S;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",broderick.henderson@house.ks.gov,785-296-7697,,,,,,,,,
ocd-person/5615b3e0-bbf4-4246-9ddc-8f98bbfb5c13,Bruce Givens,Republican,14,upper,Bruce,Givens,,,,,http://www.kslegislature.org/li/m/images/pics/sen_givens_bruce_1.jpg,http://www.kslegislature.org/li/b2019_20/members/sen_givens_bruce_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/sen_givens_bruce_1,"Room 225-E;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",Bruce.Givens@senate.ks.gov,785-296-7678,,,,,,,,,
ocd-person/4741cd41-7788-4d20-8313-27b6e05d9e14,Bud Estes,Republican,38,upper,Bud,Estes,,,,,http://www.kslegislature.org/li/m/images/pics/sen_estes_bud_1.jpg,http://www.kslegislature.org/li/b2019_20/members/sen_estes_bud_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/sen_estes_bud_1,"Room 136-E;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",Bud.Estes@senate.ks.gov,785-296-7359,,,,,,,,,
ocd-person/76bac087-6698-4ad1-a81b-c66667850009,Carolyn McGinn,Republican,31,upper,Carolyn,McGinn,,,,,http://www.kslegislature.org/li/m/images/pics/sen_mcginn_carolyn_1.jpg,http://www.kslegislature.org/li/b2019_20/members/sen_mcginn_carolyn_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/sen_mcginn_carolyn_1,"Room 545-S;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",Carolyn.McGinn@senate.ks.gov,785-296-7377,,,,,,,,,
ocd-person/cc84252c-b7c6-484d-a036-dd38a90b1b04,Caryn Tyson,Republican,12,upper,Caryn,Tyson,,,,,http://www.kslegislature.org/li/m/images/pics/sen_tyson_caryn_1.jpg,http://www.kslegislature.org/li/b2019_20/members/sen_tyson_caryn_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/sen_tyson_caryn_1,"Room 123-E;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",Caryn.Tyson@senate.ks.gov,785-296-6838,,,,,,,,,
ocd-person/e9245d69-ed9f-456c-9c78-01fc5a1f4244,Charlotte Esau,Republican,14,lower,Charlotte,Esau,,,,,http://www.kslegislature.org/li/m/images/pics/rep_esau_charlotte_1.jpg,http://www.kslegislature.org/li/b2019_20/members/rep_esau_charlotte_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/rep_esau_charlotte_1,"Room 168-W;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",Charlotte.Esau@house.ks.gov,785-296-7688,,,,,,,,,
ocd-person/c459372e-82ef-4fe9-90a5-03accdd18812,Cheryl Helmer,Republican,79,lower,Cheryl,Helmer,,,,,http://www.kslegislature.org/li/m/images/pics/rep_helmer_cheryl_1.jpg,http://www.kslegislature.org/li/b2019_20/members/rep_helmer_cheryl_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/rep_helmer_cheryl_1,"Room 512-N;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",Cheryl.Helmer@house.ks.gov,785-296-7691,,,,,,,,,
ocd-person/e0cd5e74-7229-4c04-be9e-aa688868e703,Chris Croft,Republican,8,lower,Chris,Croft,,,,,http://www.kslegislature.org/li/m/images/pics/rep_croft_chris_1.jpg,http://www.kslegislature.org/li/b2019_20/members/rep_croft_chris_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/rep_croft_chris_1,"Room 167-W;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",Chris.Croft@house.ks.gov,785-296-7695,,,,,,,,,
ocd-person/9c36b31f-b9e7-43cd-8aab-6148c8f6cac8,Cindy Holscher,Democratic,16,lower,Cindy,Holscher,,,,,http://www.kslegislature.org/li/m/images/pics/rep_holscher_cindy_1.jpg,http://www.kslegislature.org/li/b2019_20/members/rep_holscher_cindy_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/rep_holscher_cindy_1,"Room 173-W;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",Cindy.Holscher@house.ks.gov,785-296-7659,,,,,,,,,
ocd-person/eafd24b5-d096-4fa0-92c4-3b4ced58c40f,Cindy Neighbor,Democratic,18,lower,Cindy,Neighbor,,,,,http://www.kslegislature.org/li/m/images/pics/rep_neighbor_cindy_1.jpg,http://www.kslegislature.org/li/b2019_20/members/rep_neighbor_cindy_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/rep_neighbor_cindy_1,"Room 43-S;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",Cindy.Neighbor@house.ks.gov,785-296-7690,,,,,,,,,
ocd-person/804bbf3c-f3b3-4666-a50a-d55f3716f741,Dan Goddard,Republican,15,upper,Dan,Goddard,,,,,http://www.kslegislature.org/li/m/images/pics/sen_goddard_dan_1.jpg,http://www.kslegislature.org/li/b2019_20/members/sen_goddard_dan_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/sen_goddard_dan_1,"Room 541-E;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",Dan.Goddard@senate.ks.gov,785-296-7742,,,,,,,,,
ocd-person/3f6a4937-225b-4300-bb1e-487d72d8102d,Dan Kerschen,Republican,26,upper,Dan,Kerschen,,,,,http://www.kslegislature.org/li/m/images/pics/sen_kerschen_dan_1.jpg,http://www.kslegislature.org/li/b2019_20/members/sen_kerschen_dan_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/sen_kerschen_dan_1,"Room 225-E;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",Dan.Kerschen@senate.ks.gov,785-296-7353,,,,,,,,,
ocd-person/26eb8f32-d499-4b8b-82c6-8fef014633a3,Daniel Hawkins,Republican,100,lower,Daniel,Hawkins,,,,,http://www.kslegislature.org/li/m/images/pics/rep_hawkins_daniel_1.jpg,http://www.kslegislature.org/li/b2019_20/members/rep_hawkins_daniel_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/rep_hawkins_daniel_1,"Room 372-W;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",dan.hawkins@house.ks.gov,785-296-7662,,,,,,,,,
ocd-person/19f9f871-df4e-4d43-8138-8a2ac6ad8d36,Dave Baker,Republican,68,lower,Dave,Baker,,,,,http://www.kslegislature.org/li/m/images/pics/rep_baker_dave_1.jpg,http://www.kslegislature.org/li/b2019_20/members/rep_baker_dave_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/rep_baker_dave_1,"Room 167-W;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",dave.baker@house.ks.gov,785-296-6997,,,,,,,,,
ocd-person/c43149b8-adad-46ad-a0df-a7b9a9f57068,David Benson,Democratic,48,lower,David,Benson,,,,,http://www.kslegislature.org/li/m/images/pics/rep_benson_david_1.jpg,http://www.kslegislature.org/li/b2019_20/members/rep_benson_david_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/rep_benson_david_1,"Room 174-W;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",David.Benson@house.ks.gov,785-296-7680,,,,,,,,,
ocd-person/d78c98e3-862b-44d4-9b49-47965ed8ea04,David French,Republican,40,lower,David,French,,,,,http://www.kslegislature.org/li/m/images/pics/rep_french_david_1.jpg,http://www.kslegislature.org/li/b2019_20/members/rep_french_david_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/rep_french_david_1,"Room 167-W;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",David.French@house.ks.gov,785-296-7653,,,,,,,,,
ocd-person/0a700e33-0ae7-4627-936c-982317c26b9d,David Haley,Democratic,4,upper,David,Haley,,,,,http://www.kslegislature.org/li/m/images/pics/sen_haley_david_1.jpg,http://www.kslegislature.org/li/b2019_20/members/sen_haley_david_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/sen_haley_david_1,"Room 134-E;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",David.Haley@senate.ks.gov,785-296-7376,,,,,,,,,
ocd-person/2b1eb7a3-d80a-44bf-b3b1-ca2c6d037d93,"Dennis ""Boog"" Highberger",Democratic,46,lower,Dennis,Highberger,,,,,http://www.kslegislature.org/li/m/images/pics/rep_highberger_dennis_1.jpg,http://www.kslegislature.org/li/b2019_20/members/rep_highberger_dennis_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/rep_highberger_dennis_1,"Room 174-W;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",dennis.boog.highberger@house.ks.gov,785-296-7122,,,,,,,,,
ocd-person/ba58a83a-f61d-401a-96f9-51a827e0bc58,Dennis Pyle,Republican,1,upper,Dennis,Pyle,,,,,http://www.kslegislature.org/li/m/images/pics/sen_pyle_dennis_1.jpg,http://www.kslegislature.org/li/b2019_20/members/sen_pyle_dennis_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/sen_pyle_dennis_1,"Room 234-E;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",Dennis.Pyle@senate.ks.gov,785-296-7379,,,,,,,,,
ocd-person/f483fee8-e1d4-43b0-b896-bcd40b3d6e11,Diana Dierks,Republican,71,lower,Diana,Dierks,,,,,http://www.kslegislature.org/li/m/images/pics/rep_dierks_diana_1.jpg,http://www.kslegislature.org/li/b2019_20/members/rep_dierks_diana_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/rep_dierks_diana_1,"Room 519-N;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",diana.dierks@house.ks.gov,785-296-7642,,,,,,,,,
ocd-person/549c712e-1cc1-4ca7-9ef7-b09bb36d7229,Dinah Sykes,Democratic,21,upper,Dinah,Sykes,,,,,http://www.kslegislature.org/li/m/images/pics/sen_sykes_dinah_1.jpg,http://www.kslegislature.org/li/b2019_20/members/sen_sykes_dinah_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/sen_sykes_dinah_1,"Room 237-E;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",Dinah.Sykes@senate.ks.gov,785-296-7367,,,,,,,,,
ocd-person/092b99a1-e890-4377-82d3-fc0fe714365b,Don Hineman,Republican,118,lower,Don,Hineman,,,,,http://www.kslegislature.org/li/m/images/pics/rep_hineman_don_1.jpg,http://www.kslegislature.org/li/b2019_20/members/rep_hineman_don_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/rep_hineman_don_1,"Room 186-N;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",don.hineman@house.ks.gov,785-296-7384,,,,,,,,,
ocd-person/050b34c6-14a3-4998-a67a-13c02217a666,Doug Blex,Republican,12,lower,Doug,Blex,,,,,http://www.kslegislature.org/li/m/images/pics/rep_blex_doug_1.jpg,http://www.kslegislature.org/li/b2019_20/members/rep_blex_doug_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/rep_blex_doug_1,"Room 512-N;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",Doug.Blex@house.ks.gov,785-296-5863,,,,,,,,,
ocd-person/c80f2e62-e5a1-4a54-a04f-7212e6c34be6,Ed Berger,Republican,34,upper,Ed,Berger,,,,,http://www.kslegislature.org/li/m/images/pics/sen_berger_ed_1.jpg,http://www.kslegislature.org/li/b2019_20/members/sen_berger_ed_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/sen_berger_ed_1,"Room 235-E;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",Ed.Berger@senate.ks.gov,785-296-6981,,,,,,,,,
ocd-person/03209f3e-6e4a-4a97-880c-6cc172244fc0,Eileen Horn,Democratic,10,lower,Eileen,Horn,,,,,http://www.kslegislature.org/li/m/images/pics/rep_horn_eileen_1.jpg,http://www.kslegislature.org/li/b2019_20/members/rep_horn_eileen_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/rep_horn_eileen_1,"Room 54-S;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",eileen.horn@house.ks.gov,785-296-7652,,,,,,,,,
ocd-person/416dbc91-431f-4dc6-8c8a-ca2db2cd3300,Elaine Bowers,Republican,36,upper,Elaine,Bowers,,,,,http://www.kslegislature.org/li/m/images/pics/sen_bowers_elaine_1.jpg,http://www.kslegislature.org/li/b2019_20/members/sen_bowers_elaine_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/sen_bowers_elaine_1,"Room 223-E;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",Elaine.Bowers@senate.ks.gov,785-296-7389,,,,,,,,,
ocd-person/a4a8d92f-5d97-4677-b804-0d33c226bd5d,Elizabeth Bishop,Democratic,88,lower,Elizabeth,Bishop,,,,,http://www.kslegislature.org/li/m/images/pics/rep_bishop_elizabeth_1.jpg,http://www.kslegislature.org/li/b2019_20/members/rep_bishop_elizabeth_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/rep_bishop_elizabeth_1,"Room 559-S;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",Elizabeth.Bishop@house.ks.gov,785-296-5016,,,,,,,,,
ocd-person/06e5710d-2c6a-4baa-829f-803417539415,Emil Bergquist,Republican,91,lower,Emil,Bergquist,,,,,http://www.kslegislature.org/li/m/images/pics/rep_bergquist_emil_1.jpg,http://www.kslegislature.org/li/b2019_20/members/rep_bergquist_emil_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/rep_bergquist_emil_1,"Room 165-W;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",emil.bergquist@house.ks.gov,785-296-7681,,,,,,,,,
ocd-person/a173c526-86e1-4ede-9e30-fca7372e1e45,Eric Rucker,Republican,20,upper,Eric,Rucker,,,,,http://www.kslegislature.org/li/m/images/pics/sen_rucker_eric_1.jpg,http://www.kslegislature.org/li/b2019_20/members/sen_rucker_eric_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/sen_rucker_eric_1,"Room 235-E;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",Eric.Rucker@senate.ks.gov,785-296-7374,,,,,,,,,
ocd-person/0f0f626f-b39a-4a94-9d33-0d8166473d26,Eric Smith,Republican,76,lower,Eric,Smith,,,,,http://www.kslegislature.org/li/m/images/pics/rep_smith_eric_1.jpg,http://www.kslegislature.org/li/b2019_20/members/rep_smith_eric_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/rep_smith_eric_1,"Room 176-W;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",Eric.Smith@house.ks.gov,785-296-7557,,,,,,,,,
ocd-person/aa7fa5a0-596b-4f52-9af5-732b76f875e9,Francis Awerkamp,Republican,61,lower,Francis,Awerkamp,,,,,http://www.kslegislature.org/li/m/images/pics/rep_awerkamp_francis_1.jpg,http://www.kslegislature.org/li/b2019_20/members/rep_awerkamp_francis_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/rep_awerkamp_francis_1,"Room 187-N;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",francis.awerkamp@house.ks.gov,785-296-6989,,,,,,,,,
ocd-person/1afb7f61-3f23-48d7-a596-09ad5a556449,Fred Patton,Republican,50,lower,Fred,Patton,,,,,http://www.kslegislature.org/li/m/images/pics/rep_patton_fred_1.jpg,http://www.kslegislature.org/li/b2019_20/members/rep_patton_fred_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/rep_patton_fred_1,"Room 519-N;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",fred.patton@house.ks.gov,785-296-7460,,,,,,,,,
ocd-person/95f18169-9161-4f5f-90ce-549ecd98d976,Freda Warfield,Democratic,58,lower,Freda,Warfield,,,,,http://www.kslegislature.org/li/m/images/pics/rep_warfield_freda_1.jpg,http://www.kslegislature.org/li/b2019_20/members/rep_warfield_freda_1/,http://www.kslegislature.org/li/b2019_20/members/rep_warfield_freda_1/,,,,,,,,,,,,
ocd-person/a42fe093-66c1-4f9a-b4c3-3c21c6a3ad3b,Gail Finney,Democratic,84,lower,Gail,Finney,,,,,http://www.kslegislature.org/li/m/images/pics/rep_finney_gail_1.jpg,http://www.kslegislature.org/li/b2019_20/members/rep_finney_gail_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/rep_finney_gail_1,"Room 451-S;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",gail.finney@house.ks.gov,785-296-7649,,,,,,,,,
ocd-person/497bab51-3d41-4997-a1bf-b52e178133f9,Gene Suellentrop,Republican,27,upper,Gene,Suellentrop,,,,,http://www.kslegislature.org/li/m/images/pics/sen_suellentrop_gene_1.jpg,http://www.kslegislature.org/li/b2019_20/members/sen_suellentrop_gene_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/sen_suellentrop_gene_1,"Room 441-E;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",Gene.Suellentrop@senate.ks.gov,785-296-7385,,,,,,,,,
ocd-person/74de24d9-938f-4985-a695-58b96bc32bb0,Greg Lewis,Republican,113,lower,Greg,Lewis,,,,,http://www.kslegislature.org/li/m/images/pics/rep_lewis_greg_1.jpg,http://www.kslegislature.org/li/b2019_20/members/rep_lewis_greg_1/,http://www.kslegislature.org/li/api/v11/rev-1/members/rep_lewis_greg_1,"Room 512-N;Kansas State Capitol Building;300 SW 10th St.;Topeka, KS 66612",greg.lewis@house.ks.gov,785-296-7682,,,,,,,,,
