id,name,current_party,current_district,current_chamber,given_name,family_name,gender,biography,birth_date,death_date,image,links,sources,capitol_address,capitol_email,capitol_voice,capitol_fax,district_address,district_email,district_voice,district_fax,twitter,youtube,instagram,facebook
ocd-person/24f5ad99-8af0-4e08-a4cb-8c5c0606eb43,Chip Perfect,Republican,43,upper,Chip,Perfect,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_chip_perfect_1,http://iga.in.gov/legislative/2019/legislators/legislator_chip_perfect_1,http://iga.in.gov/legislative/2019/legislators/legislator_chip_perfect_1;https://api.iga.in.gov/2019/legislators/chip_perfect_1,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9467,,,,,,,,,
ocd-person/a2b2e61b-e27c-4ead-8c81-6703ea817037,Chris Campbell,Democratic,26,lower,Chris,Campbell,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_christine_campbell_1,http://iga.in.gov/legislative/2019/legislators/legislator_christine_campbell_1,http://iga.in.gov/legislative/2019/legislators/legislator_christine_campbell_1;https://api.iga.in.gov/2019/legislators/christine_campbell_1,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9842,,,,,,,,,
ocd-person/987df48a-c7d6-47c7-be9c-3f0d222a6a0c,Chris Chyung,Democratic,15,lower,Chris,Chyung,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_christopher_chyung_1,http://iga.in.gov/legislative/2019/legislators/legislator_christopher_chyung_1,http://iga.in.gov/legislative/2019/legislators/legislator_christopher_chyung_1;https://api.iga.in.gov/2019/legislators/christopher_chyung_1,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9842,,,,,,,,,
ocd-person/dc07e0d2-7372-46c2-967c-878ec522879d,Chris Garten,Republican,45,upper,Chris,Garten,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_chris_garten_1,http://iga.in.gov/legislative/2019/legislators/legislator_chris_garten_1,http://iga.in.gov/legislative/2019/legislators/legislator_chris_garten_1;https://api.iga.in.gov/2019/legislators/chris_garten_1,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9467,,,,,,,,,
ocd-person/35824e09-976c-44b7-9825-0787030f0e4e,Chris Judy,Republican,83,lower,Chris,Judy,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_christopher_judy_1,http://iga.in.gov/legislative/2019/legislators/legislator_christopher_judy_1,http://iga.in.gov/legislative/2019/legislators/legislator_christopher_judy_1;https://api.iga.in.gov/2019/legislators/christopher_judy_1,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9841,,,,,,,,,
ocd-person/f1571a79-9c64-42b2-82d2-ec9f512722eb,Chris May,Republican,65,lower,Chris,May,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_chris_may_1,http://iga.in.gov/legislative/2019/legislators/legislator_chris_may_1,http://iga.in.gov/legislative/2019/legislators/legislator_chris_may_1;https://api.iga.in.gov/2019/legislators/chris_may_1,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9841,,,,,,,,,
ocd-person/2ef0e09b-37a5-4a48-a5ad-fcaabffd3f8f,Christy Stutzman,Republican,49,lower,Christy,Stutzman,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_christy_stutzman_1,http://iga.in.gov/legislative/2019/legislators/legislator_christy_stutzman_1,http://iga.in.gov/legislative/2019/legislators/legislator_christy_stutzman_1;https://api.iga.in.gov/2019/legislators/christy_stutzman_1,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9841,,,,,,,,,
ocd-person/e9844fde-43a6-4aa8-9248-85ab1ad79c20,Chuck Goodrich,Republican,29,lower,Chuck,Goodrich,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_chuck_goodrich_1,http://iga.in.gov/legislative/2019/legislators/legislator_chuck_goodrich_1,http://iga.in.gov/legislative/2019/legislators/legislator_chuck_goodrich_1;https://api.iga.in.gov/2019/legislators/chuck_goodrich_1,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9841,,,,,,,,,
ocd-person/291429c7-c347-40a1-831e-8f0dd870b2ca,Cindy Kirchhofer,Republican,89,lower,Cindy,Kirchhofer,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_cindy_kirchhofer_1037,http://iga.in.gov/legislative/2019/legislators/legislator_cindy_kirchhofer_1037,http://iga.in.gov/legislative/2019/legislators/legislator_cindy_kirchhofer_1037;https://api.iga.in.gov/2019/legislators/cindy_kirchhofer_1037,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9841,,,,,,,,,
ocd-person/78b84e11-85f1-49fb-8243-49b15a457523,Cindy Ziemke,Republican,55,lower,Cindy,Ziemke,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_cindy_ziemke_1119,http://iga.in.gov/legislative/2019/legislators/legislator_cindy_ziemke_1119,http://iga.in.gov/legislative/2019/legislators/legislator_cindy_ziemke_1119;https://api.iga.in.gov/2019/legislators/cindy_ziemke_1119,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9841,,,,,,,,,
ocd-person/7eb86096-7906-4bac-8bb5-98e3ecd5029c,Curt Nisly,Republican,22,lower,Curt,Nisly,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_curt_nisly_1,http://iga.in.gov/legislative/2019/legislators/legislator_curt_nisly_1,http://iga.in.gov/legislative/2019/legislators/legislator_curt_nisly_1;https://api.iga.in.gov/2019/legislators/curt_nisly_1,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9841,,,,,,,,,
ocd-person/da8afc87-2b9a-4544-8fb9-2f03f426a451,Dale DeVon,Republican,5,lower,Dale,DeVon,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_dale_devon_1108,http://iga.in.gov/legislative/2019/legislators/legislator_dale_devon_1108,http://iga.in.gov/legislative/2019/legislators/legislator_dale_devon_1108;https://api.iga.in.gov/2019/legislators/dale_devon_1108,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9841,,,,,,,,,
ocd-person/3758fe74-9190-4daf-9a3e-790b01e3d2d4,Dan Forestal,Democratic,100,lower,Dan,Forestal,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_dan_forestal_1129,http://iga.in.gov/legislative/2019/legislators/legislator_dan_forestal_1129,http://iga.in.gov/legislative/2019/legislators/legislator_dan_forestal_1129;https://api.iga.in.gov/2019/legislators/dan_forestal_1129,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9842,,,,,,,,,
ocd-person/839dc3a8-6b1a-4aff-b5cf-342da0cac11d,Daniel Leonard,Republican,50,lower,Daniel,Leonard,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_daniel_leonard_711,http://iga.in.gov/legislative/2019/legislators/legislator_daniel_leonard_711,http://iga.in.gov/legislative/2019/legislators/legislator_daniel_leonard_711;https://api.iga.in.gov/2019/legislators/daniel_leonard_711,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9841,,,,,,,,,
ocd-person/ed771fd3-4bd9-4c99-bb42-4bd9f5d1ff8d,Dave Heine,Republican,85,lower,Dave,Heine,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_dave_heine_1,http://iga.in.gov/legislative/2019/legislators/legislator_dave_heine_1,http://iga.in.gov/legislative/2019/legislators/legislator_dave_heine_1;https://api.iga.in.gov/2019/legislators/dave_heine_1,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9841,,,,,,,,,
ocd-person/a080b584-c899-4694-a797-73cca22610fe,David Abbott,Republican,82,lower,David,Abbott,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_david_abbott_1,http://iga.in.gov/legislative/2019/legislators/legislator_david_abbott_1,http://iga.in.gov/legislative/2019/legislators/legislator_david_abbott_1;https://api.iga.in.gov/2019/legislators/david_abbott_1,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9841,,,,,,,,,
ocd-person/54dab91e-52a0-4217-963f-212102e54516,David Frizzell,Republican,93,lower,David,Frizzell,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_david_frizzell_92,http://iga.in.gov/legislative/2019/legislators/legislator_david_frizzell_92,http://iga.in.gov/legislative/2019/legislators/legislator_david_frizzell_92;https://api.iga.in.gov/2019/legislators/david_frizzell_92,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9841,,,,,,,,,
ocd-person/1fad6d9f-7d2c-4b2e-a74f-26a2ea44f371,David Niezgodski,Democratic,10,upper,David,Niezgodski,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_david_niezgodski_1,http://iga.in.gov/legislative/2019/legislators/legislator_david_niezgodski_1,http://iga.in.gov/legislative/2019/legislators/legislator_david_niezgodski_1;https://api.iga.in.gov/2019/legislators/david_niezgodski_1,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9467,,,,,,,,,
ocd-person/27d571a8-12b3-439d-86ee-5457d41fb250,David Wolkins,Republican,18,lower,David,Wolkins,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_david_wolkins_104,http://iga.in.gov/legislative/2019/legislators/legislator_david_wolkins_104,http://iga.in.gov/legislative/2019/legislators/legislator_david_wolkins_104;https://api.iga.in.gov/2019/legislators/david_wolkins_104,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9841,,,,,,,,,
ocd-person/e17c68ed-749d-4a65-88f6-60302e6435a4,Dennis Kruse,Republican,14,upper,Dennis,Kruse,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_dennis_kruse_780,http://iga.in.gov/legislative/2019/legislators/legislator_dennis_kruse_780,http://iga.in.gov/legislative/2019/legislators/legislator_dennis_kruse_780;https://api.iga.in.gov/2019/legislators/dennis_kruse_780,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9467,,,,,,,,,
ocd-person/d748047f-9a19-4e0b-a3e0-446aa337349c,Dennis Zent,Republican,51,lower,Dennis,Zent,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_dennis_zent_1117,http://iga.in.gov/legislative/2019/legislators/legislator_dennis_zent_1117,http://iga.in.gov/legislative/2019/legislators/legislator_dennis_zent_1117;https://api.iga.in.gov/2019/legislators/dennis_zent_1117,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9841,,,,,,,,,
ocd-person/e9843d9e-d8d9-4310-bb12-676f1dd486aa,Don Lehe,Republican,25,lower,Don,Lehe,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_don_lehe_698,http://iga.in.gov/legislative/2019/legislators/legislator_don_lehe_698,http://iga.in.gov/legislative/2019/legislators/legislator_don_lehe_698;https://api.iga.in.gov/2019/legislators/don_lehe_698,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9841,,,,,,,,,
ocd-person/062c9921-6c7e-489b-bcc2-b140231cd2c2,Donna Schaibley,Republican,24,lower,Donna,Schaibley,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_donna_schaibley_1,http://iga.in.gov/legislative/2019/legislators/legislator_donna_schaibley_1,http://iga.in.gov/legislative/2019/legislators/legislator_donna_schaibley_1;https://api.iga.in.gov/2019/legislators/donna_schaibley_1,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9841,,,,,,,,,
ocd-person/53a0eb12-72c3-4e7e-9258-d264de2bee6c,Doug Gutwein,Republican,16,lower,Doug,Gutwein,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_doug_gutwein_992,http://iga.in.gov/legislative/2019/legislators/legislator_doug_gutwein_992,http://iga.in.gov/legislative/2019/legislators/legislator_doug_gutwein_992;https://api.iga.in.gov/2019/legislators/doug_gutwein_992,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9841,,,,,,,,,
ocd-person/5b58dd7d-acb3-4554-9e4e-c1281155f4ab,Doug Miller,Republican,48,lower,Doug,Miller,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_doug_miller_1,http://iga.in.gov/legislative/2019/legislators/legislator_doug_miller_1,http://iga.in.gov/legislative/2019/legislators/legislator_doug_miller_1;https://api.iga.in.gov/2019/legislators/doug_miller_1,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9841,,,,,,,,,
ocd-person/e0aaea95-033f-49d8-9be6-3875fc3b8efe,Earl Harris,Democratic,2,lower,Earl,Harris,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_earl_harris_1,http://iga.in.gov/legislative/2019/legislators/legislator_earl_harris_1,http://iga.in.gov/legislative/2019/legislators/legislator_earl_harris_1;https://api.iga.in.gov/2019/legislators/earl_harris_1,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9842,,,,,,,,,
ocd-person/ce2c81c3-e2d6-4394-b960-8787d896bfe5,Ed Charbonneau,Republican,5,upper,Ed,Charbonneau,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_ed_charbonneau_919,http://iga.in.gov/legislative/2019/legislators/legislator_ed_charbonneau_919,http://iga.in.gov/legislative/2019/legislators/legislator_ed_charbonneau_919;https://api.iga.in.gov/2019/legislators/ed_charbonneau_919,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9467,,,,,,,,,
ocd-person/c0faf1f8-7c27-46cd-9ff4-e740f4e5b376,Eddie Melton,Democratic,3,upper,Eddie,Melton,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_eddie_melton_1,http://iga.in.gov/legislative/2019/legislators/legislator_eddie_melton_1,http://iga.in.gov/legislative/2019/legislators/legislator_eddie_melton_1;https://api.iga.in.gov/2019/legislators/eddie_melton_1,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9467,,,,,,,,,
ocd-person/3fbcc2a9-c620-456c-b38f-03e0f9063c3f,Edmond Soliday,Republican,4,lower,Edmond,Soliday,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_edmond_soliday_864,http://iga.in.gov/legislative/2019/legislators/legislator_edmond_soliday_864,http://iga.in.gov/legislative/2019/legislators/legislator_edmond_soliday_864;https://api.iga.in.gov/2019/legislators/edmond_soliday_864,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9841,,,,,,,,,
ocd-person/d01b6bbc-9c5e-4479-afd6-3e7410946367,Edward Clere,Republican,72,lower,Edward,Clere,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_edward_clere_984,http://iga.in.gov/legislative/2019/legislators/legislator_edward_clere_984,http://iga.in.gov/legislative/2019/legislators/legislator_edward_clere_984;https://api.iga.in.gov/2019/legislators/edward_clere_984,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9841,,,,,,,,,
ocd-person/45d8ea46-0d3f-4a80-bf4e-ca016bd458a8,Edward DeLaney,Democratic,86,lower,Edward,DeLaney,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_edward_delaney_988,http://iga.in.gov/legislative/2019/legislators/legislator_edward_delaney_988,http://iga.in.gov/legislative/2019/legislators/legislator_edward_delaney_988;https://api.iga.in.gov/2019/legislators/edward_delaney_988,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9842,,,,,,,,,
ocd-person/2d517236-2a88-435f-bc1f-ce09de86c6f9,Eric Bassler,Republican,39,upper,Eric,Bassler,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_eric_bassler_1,http://iga.in.gov/legislative/2019/legislators/legislator_eric_bassler_1,http://iga.in.gov/legislative/2019/legislators/legislator_eric_bassler_1;https://api.iga.in.gov/2019/legislators/eric_bassler_1,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9467,,,,,,,,,
ocd-person/a7974310-0d01-4bc1-9c14-29561ec68a60,Eric Koch,Republican,44,upper,Eric,Koch,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_eric_koch_1,http://iga.in.gov/legislative/2019/legislators/legislator_eric_koch_1,http://iga.in.gov/legislative/2019/legislators/legislator_eric_koch_1;https://api.iga.in.gov/2019/legislators/eric_koch_1,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9467,,,,,,,,,
ocd-person/05cfdc73-ff21-4d74-833e-e3da82ed7509,Erin Houchin,Republican,47,upper,Erin,Houchin,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_erin_houchin_1,http://iga.in.gov/legislative/2019/legislators/legislator_erin_houchin_1,http://iga.in.gov/legislative/2019/legislators/legislator_erin_houchin_1;https://api.iga.in.gov/2019/legislators/erin_houchin_1,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9467,,,,,,,,,
ocd-person/bdae77c7-d89e-426d-b6f6-52e1a48bc87a,Ethan Manning,Republican,23,lower,Ethan,Manning,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_ethan_manning_1,http://iga.in.gov/legislative/2019/legislators/legislator_ethan_manning_1,http://iga.in.gov/legislative/2019/legislators/legislator_ethan_manning_1;https://api.iga.in.gov/2019/legislators/ethan_manning_1,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9841,,,,,,,,,
ocd-person/7dacbdba-68ea-4b74-8864-d1b19a1ff4c0,Frank Mrvan,Democratic,1,upper,Frank,Mrvan,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_frank_mrvan_536,http://iga.in.gov/legislative/2019/legislators/legislator_frank_mrvan_536,http://iga.in.gov/legislative/2019/legislators/legislator_frank_mrvan_536;https://api.iga.in.gov/2019/legislators/frank_mrvan_536,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9467,,,,,,,,,
ocd-person/39798614-3cb2-40b7-adad-4f5c53ff59e5,Greg Taylor,Democratic,33,upper,Greg,Taylor,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_greg_taylor_976,http://iga.in.gov/legislative/2019/legislators/legislator_greg_taylor_976,http://iga.in.gov/legislative/2019/legislators/legislator_greg_taylor_976;https://api.iga.in.gov/2019/legislators/greg_taylor_976,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9467,,,,,,,,,
ocd-person/0bee6f8c-db8b-4e92-8bd4-799c71c55c2c,Greg Walker,Republican,41,upper,Greg,Walker,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_greg_walker_867,http://iga.in.gov/legislative/2019/legislators/legislator_greg_walker_867,http://iga.in.gov/legislative/2019/legislators/legislator_greg_walker_867;https://api.iga.in.gov/2019/legislators/greg_walker_867,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9467,,,,,,,,,
ocd-person/6bc40502-e00f-4b16-8c1d-9f5a613a4e88,Gregory Porter,Democratic,96,lower,Gregory,Porter,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_gregory_porter_115,http://iga.in.gov/legislative/2019/legislators/legislator_gregory_porter_115,http://iga.in.gov/legislative/2019/legislators/legislator_gregory_porter_115;https://api.iga.in.gov/2019/legislators/gregory_porter_115,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9842,,,,,,,,,
ocd-person/3ee97114-199a-4084-903f-5eaa231ca656,Gregory Steuerwald,Republican,40,lower,Gregory,Steuerwald,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_gregory_steuerwald_927,http://iga.in.gov/legislative/2019/legislators/legislator_gregory_steuerwald_927,http://iga.in.gov/legislative/2019/legislators/legislator_gregory_steuerwald_927;https://api.iga.in.gov/2019/legislators/gregory_steuerwald_927,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9841,,,,,,,,,
ocd-person/113063ff-6e21-4bf7-b9d0-f06aafc349f2,Heath VanNatter,Republican,38,lower,Heath,VanNatter,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_heath_vannatter_956,http://iga.in.gov/legislative/2019/legislators/legislator_heath_vannatter_956,http://iga.in.gov/legislative/2019/legislators/legislator_heath_vannatter_956;https://api.iga.in.gov/2019/legislators/heath_vannatter_956,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9841,,,,,,,,,
ocd-person/636b7e08-fde1-4068-8bd8-323ce56dbfb4,Holli Sullivan,Republican,78,lower,Holli,Sullivan,,,,,http://iga.in.gov/legislative/2019/portraits/legislator_holli_sullivan_834,http://iga.in.gov/legislative/2019/legislators/legislator_holli_sullivan_834,http://iga.in.gov/legislative/2019/legislators/legislator_holli_sullivan_834;https://api.iga.in.gov/2019/legislators/holli_sullivan_834,"200 W. Washington Street;Indianapolis, IN 46204",,800-382-9841,,,,,,,,,
