id,name,current_party,current_district,current_chamber,given_name,family_name,gender,biography,birth_date,death_date,image,links,sources,capitol_address,capitol_email,capitol_voice,capitol_fax,district_address,district_email,district_voice,district_fax,twitter,youtube,instagram,facebook
ocd-person/3eafc2ab-5448-40ac-9d5f-b317abdbc747,Mike Hilgers,Nonpartisan,21,legislature,Mike,Hilgers,,,,,http://www.nebraskalegislature.gov/media/images/blogs/dist21.jpg,http://news.legislature.ne.gov/dist21,http://news.legislature.ne.gov/dist21,"Room #1404;P.O. Box 94604;Lincoln, NE 68509",mhilgers@leg.ne.gov,402-471-2673,,,,,,,,,
ocd-person/8560f373-d2af-4c14-887d-6ec11534dba0,Mike McDonnell,Nonpartisan,5,legislature,Mike,McDonnell,,,,,http://www.nebraskalegislature.gov/media/images/blogs/dist 5.jpg,http://news.legislature.ne.gov/dist05,http://news.legislature.ne.gov/dist05,"Room #13th Floor;P.O. Box 94604;Lincoln, NE 68509",mmcdonnell@leg.ne.gov,402-471-2710,,,,,,,,,
ocd-person/471fb0d6-b798-4c0c-bac1-021db8b68801,Mike Moser,Nonpartisan,22,legislature,Mike,Moser,,,,,http://www.nebraskalegislature.gov/media/images/blogs/dist22.jpg,http://news.legislature.ne.gov/dist22,http://news.legislature.ne.gov/dist22,"Room #12th Floor;P.O. Box 94604;Lincoln, NE 68509",mmoser@leg.ne.gov,402-471-2715,,,,,,,,,
ocd-person/4a8d555a-4bba-4f76-a3e1-88eee6030413,Myron Dorn,Nonpartisan,30,legislature,Myron,Dorn,,,,,http://www.nebraskalegislature.gov/media/images/blogs/dist30.jpg,http://news.legislature.ne.gov/dist30,http://news.legislature.ne.gov/dist30,"Room #1208;P.O. Box 94604;Lincoln, NE 68509",mdorn@leg.ne.gov,402-471-2620,,,,,,,,,
ocd-person/b66d58c3-9efe-43f5-a3d8-42a8d2058dc3,Patty Pansing Brooks,Nonpartisan,28,legislature,Patty,Pansing Brooks,,,,,http://www.nebraskalegislature.gov/media/images/blogs/dist28.jpg,http://news.legislature.ne.gov/dist28,http://news.legislature.ne.gov/dist28,"Room #1206;P.O. Box 94604;Lincoln, NE 68509",ppansingbrooks@leg.ne.gov,402-471-2633,,,,,,,,,
ocd-person/8965d133-acec-41e6-973c-48ed31eb62f4,Rick Kolowski,Nonpartisan,31,legislature,Rick,Kolowski,,,,,http://www.nebraskalegislature.gov/media/images/blogs/dist31.jpg,http://news.legislature.ne.gov/dist31,http://news.legislature.ne.gov/dist31,"Room #1018;P.O. Box 94604;Lincoln, NE 68509",rkolowski@leg.ne.gov,402-471-2327,,,,,,,,,
ocd-person/809c0698-2669-426a-819a-275a0773ff84,Robert Clements,Nonpartisan,2,legislature,Robert,Clements,,,,,http://www.nebraskalegislature.gov/media/images/blogs/dist 2.jpg,http://news.legislature.ne.gov/dist02,http://news.legislature.ne.gov/dist02,"Room #11th Floor;P.O. Box 94604;Lincoln, NE 68509",rclements@leg.ne.gov,402-471-2613,,,,,,,,,
ocd-person/f67af2dd-b3a3-4310-bb63-c9cfc6b42f62,Robert Hilkemann,Nonpartisan,4,legislature,Robert,Hilkemann,,,,,http://www.nebraskalegislature.gov/media/images/blogs/dist 4.jpg,http://news.legislature.ne.gov/dist04,http://news.legislature.ne.gov/dist04,"Room #13th Floor;P.O. Box 94604;Lincoln, NE 68509",rhilkemann@leg.ne.gov,402-471-2621,,,,,,,,,
ocd-person/87f96868-c421-4fd5-a87f-acd8a871576b,Sara Howard,Nonpartisan,9,legislature,Sara,Howard,,,,,http://www.nebraskalegislature.gov/media/images/blogs/dist 9.jpg,http://news.legislature.ne.gov/dist09,http://news.legislature.ne.gov/dist09,"Room #1012;P.O. Box 94604;Lincoln, NE 68509",showard@leg.ne.gov,402-471-2723,,,,,,,,,
ocd-person/9b133798-e217-40a2-b6ce-77b12e58f428,Steve Erdman,Nonpartisan,47,legislature,Steve,Erdman,,,,,http://www.nebraskalegislature.gov/media/images/blogs/dist47.jpg,http://news.legislature.ne.gov/dist47,http://news.legislature.ne.gov/dist47,"Room #12th Floor;P.O. Box 94604;Lincoln, NE 68509",serdman@leg.ne.gov,402-471-2616,,,,,,,,,
ocd-person/161479ed-b2dd-46e6-b43d-d82d2cce898e,Steve Halloran,Nonpartisan,33,legislature,Steve,Halloran,,,,,http://www.nebraskalegislature.gov/media/images/blogs/dist33.jpg,http://news.legislature.ne.gov/dist33,http://news.legislature.ne.gov/dist33,"Room #8th Floor;P.O. Box 94604;Lincoln, NE 68509",shalloran@leg.ne.gov,402-471-2712,,,,,,,,,
ocd-person/e8cdba62-b191-4fc8-ae40-3b7f23f98564,Steve Lathrop,Nonpartisan,12,legislature,Steve,Lathrop,,,,,http://www.nebraskalegislature.gov/media/images/blogs/dist12.jpg,http://news.legislature.ne.gov/dist12,http://news.legislature.ne.gov/dist12,"Room #1402;P.O. Box 94604;Lincoln, NE 68509",slathrop@leg.ne.gov,402-471-2623,,,,,,,,,
ocd-person/87872503-35f5-41d8-8716-437deff6396a,Sue Crawford,Nonpartisan,45,legislature,Sue,Crawford,,,,,http://www.nebraskalegislature.gov/media/images/blogs/dist45.jpg,http://news.legislature.ne.gov/dist45,http://news.legislature.ne.gov/dist45,"Room #1016;P.O. Box 94604;Lincoln, NE 68509",scrawford@leg.ne.gov,402-471-2615,,,,,,,,,
ocd-person/4b03ece6-61db-436e-beee-3e10d1f04f3e,Suzanne Geist,Nonpartisan,25,legislature,Suzanne,Geist,,,,,http://www.nebraskalegislature.gov/media/images/blogs/dist25.jpg,http://news.legislature.ne.gov/dist25,http://news.legislature.ne.gov/dist25,"Room #11th Floor;P.O. Box 94604;Lincoln, NE 68509",sgeist@leg.ne.gov,402-471-2731,,,,,,,,,
ocd-person/1014e346-ab31-4f24-9734-32ad45952da5,Tim Gragert,Nonpartisan,40,legislature,Tim,Gragert,,,,,http://www.nebraskalegislature.gov/media/images/blogs/dist40.jpg,http://news.legislature.ne.gov/dist40,http://news.legislature.ne.gov/dist40,"Room #1019;P.O. Box 94604;Lincoln, NE 68509",tgragert@leg.ne.gov,402-471-2801,,,,,,,,,
ocd-person/37ed5b35-3aea-40a2-95ed-ecc5120fbe82,Tom Brandt,Nonpartisan,32,legislature,Tom,Brandt,,,,,http://www.nebraskalegislature.gov/media/images/blogs/dist32.jpg,http://news.legislature.ne.gov/dist32,http://news.legislature.ne.gov/dist32,"Room #1202;P.O. Box 94604;Lincoln, NE 68509",mbrandt@leg.ne.gov,402-471-2711,,,,,,,,,
ocd-person/5ffe6af7-c819-416a-ae92-f575baae1d75,Tom Brewer,Nonpartisan,43,legislature,Tom,Brewer,,,,,http://www.nebraskalegislature.gov/media/images/blogs/dist43.jpg,http://news.legislature.ne.gov/dist43,http://news.legislature.ne.gov/dist43,"Room #11th Floor;P.O. Box 94604;Lincoln, NE 68509",tbrewer@leg.ne.gov,402-471-2628,,,,,,,,,
ocd-person/b7b2494c-4f79-4abf-865b-9cbf3f3aaf5d,Tom Briese,Nonpartisan,41,legislature,Tom,Briese,,,,,http://www.nebraskalegislature.gov/media/images/blogs/dist41.jpg,http://news.legislature.ne.gov/dist41,http://news.legislature.ne.gov/dist41,"Room #8th Floor;P.O. Box 94604;Lincoln, NE 68509",tbriese@leg.ne.gov,402-471-2631,,,,,,,,,
ocd-person/f004a111-7ea8-4a83-8f45-3e350e699a39,Tony Vargas,Nonpartisan,7,legislature,Tony,Vargas,,,,,http://www.nebraskalegislature.gov/media/images/blogs/dist 7.jpg,http://news.legislature.ne.gov/dist07,http://news.legislature.ne.gov/dist07,"Room #1000;P.O. Box 94604;Lincoln, NE 68509",tvargas@leg.ne.gov,402-471-2721,,,,,,,,,
ocd-person/bc906a77-5932-4042-9ede-a13b24924236,Wendy DeBoer,Nonpartisan,10,legislature,Wendy,DeBoer,,,,,http://www.nebraskalegislature.gov/media/images/blogs/dist10.jpg,http://news.legislature.ne.gov/dist10,http://news.legislature.ne.gov/dist10,"Room #11th Floor;P.O. Box 94604;Lincoln, NE 68509",wdeboer@leg.ne.gov,402-471-2718,,,,,,,,,
