id,name,current_party,current_district,current_chamber,given_name,family_name,gender,biography,birth_date,death_date,image,links,sources,capitol_address,capitol_email,capitol_voice,capitol_fax,district_address,district_email,district_voice,district_fax,twitter,youtube,instagram,facebook
ocd-person/b266a1bc-d8f5-472c-ba8d-e98e0d904ee3,Daniele Monroe-Moreno,Democratic,1,lower,Daniele,Monroe-Moreno,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Assembly/Images/Monroe-Moreno.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=307,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=307,,,,,"5575 Simmons Street, No.154;North Las Vegas, NV 89031-9009",Daniele.MonroeMoreno@asm.state.nv.us,702-816-7922,,,,,
ocd-person/891afaa6-0579-43c9-87af-ac69d54c0817,David R. Parks,Democratic,7,upper,David R.,Parks,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Senators/Images/Parks.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=34,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=34,,,,,"P.O. Box 71887;Las Vegas, NV 89170-1887",David.Parks@sen.state.nv.us,702-736-6929,,,,,
ocd-person/6da4be55-c493-4b72-b436-5257259247d2,Dina Neal,Democratic,7,lower,Dina,Neal,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Assembly/Images/Neal.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=129,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=129,,,,,"3217 Brautigan Court;North Las Vegas, NV 89032-6030",Dina.Neal@asm.state.nv.us,702-738-5870,,,,,
ocd-person/e5b06346-f5ee-4e1d-baed-342cc4a8ff36,Edgar Flores,Democratic,28,lower,Edgar,Flores,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Assembly/Images/Flores.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=273,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=273,,,,,"P.O. Box 42302;Las Vegas, NV 89116-0302",Edgar.Flores@asm.state.nv.us,702-308-0483,,,,,
ocd-person/de3a576a-63ed-4a42-a780-f633d5ca3cf0,Ellen B. Spiegel,Democratic,20,lower,Ellen B.,Spiegel,,,,,"https://leg.state.nv.us/Session/80th2019/legislators/Assembly/Images/Spiegel,E.jpg",https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=93,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=93,,,,,"2764 North Green Valley Parkway, No. 327;Henderson, NV 89014-2120",Ellen.Spiegel@asm.state.nv.us,702-577-2167,,,,,
ocd-person/cbdc4379-45a2-41b9-9f92-51f3c4811744,Glen Leavitt,Republican,23,lower,,,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Assembly/Images/Leavitt.Glen.365.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=365,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=365,,,,,"1000 Nevada Way, Suite 105;Boulder City, NV 89005-1828",,,,,,,
ocd-person/33330e1e-b22d-49d7-bce8-6964b289683a,Gregory T. Hafen II,Republican,36,lower,,,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Assembly/Images/HafenII.Gregory.371.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=371,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=371,,,,,"5250 Hafen Ranch Road;Pahrump, NV 89061-7502",,,,,,,
ocd-person/a9c5b02b-6b3c-42ab-9085-104a6f673f00,Heidi Seevers Gansert,Republican,15,upper,,,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Senators/Images/Gansert.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=12,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=12,,,,,"316 California Ave., #519;Reno, NV 89509",,,,,,,
ocd-person/130c1568-7542-4441-82d9-88152b5b8ce4,Heidi Swank,Democratic,16,lower,Heidi,Swank,,,,,"https://leg.state.nv.us/Session/80th2019/legislators/Assembly/Images/Swank,H.jpg",https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=235,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=235,,,,,"1452 West Horizon Ridge Parkway, No. 223;Henderson, NV 89102-4422",Heidi.Swank@asm.state.nv.us,702-371-6217,,,,,
ocd-person/b88fd854-c97b-4908-a554-583b93bca5c4,Howard Watts,Democratic,15,lower,,,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Assembly/Images/WattsIII.Howard.363.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=363,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=363,,,,,"1701 South 14th Street;Las Vegas, NV 89104-3119",,,,,,,
ocd-person/94c7e249-88bb-4f83-b225-6b34f9361d0f,Ira Hansen,Republican,14,upper,Ira,Hansen,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Senators/Images/Hansen.Ira.157.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=157,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=157,,,,,"68 Amigo Court;Sparks, NV 89441-6213",Ira.Hansen@sen.state.nv.us,775-221-2502,,,,,
ocd-person/fd88d6ca-9461-4666-b3c4-bbbf2fa3e9e6,James A. Settelmeyer,Republican,17,upper,James,Settelmeyer,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Senators/Images/Settelmeyer.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=74,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=74,,,,,"2388 Highway 395;Minden, NV 89423-8923",James.Settelmeyer@sen.state.nv.us,775-450-6114,,,,,
ocd-person/75d6c9b4-d0ee-49bb-aa17-ec20bb33e9eb,James Ohrenschall,Democratic,21,upper,James,Ohrenschall,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Senators/Images/Ohrenschall.James.67.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=67,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=67,,,,,"P.O. Box 97741;Las Vegas, NV 89193-7741",James.Ohrenschall@sen.state.nv.us,702-432-6999,,,,,
ocd-person/9124c41d-12ad-4803-aef6-3d8dd9c208f9,Jason Frierson,Democratic,8,lower,Jason,Frierson,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Assembly/Images/Frierson.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=132,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=132,,,,,"7925 West Russell Road, No. 400187;Las Vegas, NV 89140-8009",Jason.Frierson@asm.state.nv.us,702-280-2981,,,,,
ocd-person/fb571e08-9ef7-4da6-9b0b-0abdf87a2b5a,Jill Tolles,Republican,25,lower,Jill,Tolles,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Assembly/Images/Tolles.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=326,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=326,,,,,"4790 Caughlin Parkway, No. 180;Reno, NV 89519-0907",Jill.Tolles@asm.state.nv.us,775-815-4237,,,,,
ocd-person/e51db438-c32b-4022-aa8b-0c68cb7a7134,Jim Wheeler,Republican,39,lower,Jim,Wheeler,,,,,"https://leg.state.nv.us/Session/80th2019/legislators/Assembly/Images/Wheeler,J.jpg",https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=260,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=260,,,,,"P.O. Box 2135;Minden, NV 89423-2135",Jim.Wheeler@asm.state.nv.us,775-546-3471,,,,,
ocd-person/87e878e2-fd19-4b55-a7b5-b76adf520e84,John C. Ellison,Republican,33,lower,John C.,Ellison,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Assembly/Images/Ellison.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=159,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=159,,,,,"P.O. Box 683;Elko, NV 89803-0683",John.Ellison@asm.state.nv.us,775-738-6284,,,,,
ocd-person/96972dfa-2b9a-44ea-9aaf-c428e2c1553e,John Hambrick,Republican,2,lower,John,Hambrick,,,,,"https://leg.state.nv.us/Session/80th2019/legislators/Assembly/Images/Hambrick,S.jpg",https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=90,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=90,,,,,"1930 Village Center Circle, Suite 3-419;Las Vegas, NV 89134-6245",John.Hambrick@asm.state.nv.us,702-242-8580,,,,,
ocd-person/c88ba71c-5e41-4bf8-92d9-9e00683edfdf,Joseph (Joe) P. Hardy,Republican,12,upper,Joseph,Hardy,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Senators/Images/Hardy.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=17,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=17,,,,,"P.O. Box 60306;Boulder City, NV 89006-0306",Joe.Hardy@sen.state.nv.us,702-293-7506,,,,,
ocd-person/227944e4-3deb-46e9-a036-260a5739cb8f,Joyce Woodhouse,Democratic,5,upper,Joyce,Woodhouse,,,,,"https://leg.state.nv.us/Session/80th2019/legislators/Senators/Images/Woodhouse,J.jpg",https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=64,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=64,,,,,"246 Garfield Drive;Henderson, NV 89074-1027",Joyce.Woodhouse@sen.state.nv.us,702-896-1453,,,,,
ocd-person/4ae486e9-52d6-49c5-9d6d-efe743825c92,Julia Ratti,Democratic,13,upper,Julia,Ratti,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Senators/Images/Ratti.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=294,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=294,,,,,"P.O. Box 4228;Sparks, NV 89432",Julia.Ratti@sen.state.nv.us,775-525-0359,,,,,
ocd-person/08269c01-28ee-4862-ab45-9ea9bbd4f0a4,Keith F. Pickard,Republican,20,upper,,,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Senators/Images/Pickard.Keith.322.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=322,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=322,,,,,"10120 S. Eastern Av, Suite 140;Henderson, NV 89052",,,,,,,
ocd-person/ef31d798-051c-4472-8f53-ac29a47bd721,Kelvin Atkinson,Democratic,4,upper,Kelvin,Atkinson,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Senators/Images/Atkinson.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=5,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=5,,,,,"4165 Fuselier Drive;North Las Vegas, NV 89032",Kelvin.Atkinson@sen.state.nv.us,702-457-9995,,,,,
ocd-person/0f7983ab-0a1f-435a-b8ae-f5f4a73e26c5,Lesley E. Cohen,Democratic,29,lower,Lesley E.,Cohen,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Assembly/Images/Cohen.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=268,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=268,,,,,"2657 Windmill Parkway, No. 415;Henderson, NV 89074-3384",Lesley.Cohen@asm.state.nv.us,702-715-0772,,,,,
ocd-person/b82b9b71-1d83-4f91-9a7f-8adec73b023f,Lisa Krasner,Republican,26,lower,Lisa,Krasner,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Assembly/Images/Krasner.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=327,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=327,,,,,"59 Damonte Ranch Parkway, No. B-460;Reno, NV 89521-1907",Lisa.Krasner@asm.state.nv.us,775-420-8411,,,,,
ocd-person/5d73add2-5880-44d9-a6d6-9102d8d95265,Maggie Carlton,Democratic,14,lower,Maggie,Carlton,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Assembly/Images/Carlton.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=46,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=46,,,,,"5540 East Cartwright Avenue;Las Vegas, NV 89110-3802",Maggie.Carlton@asm.state.nv.us,702-236-5401,,,,,
ocd-person/0435a1f4-d8e4-43d9-9ac1-788a0aed92e4,Marilyn Dondero Loop,Democratic,8,upper,,,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Senators/Images/DonderoLoop.Marilyn.92.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=92,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=92,,,,,"9811 W. Charleston Blvd., Suite 2-420;Las Vegas, NV 89117-7528",,,,,,,
ocd-person/860029b3-070b-4c23-a826-51948c5d995c,Melanie Scheible,Democratic,9,upper,,,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Senators/Images/Scheible.Melanie.358.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=358,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=358,,,,,"4030 South Jones Blvd., #30125;Las Vegas, NV 89173-8806",,,,,,,
ocd-person/5cafbfaf-3066-4080-9754-b53f337ba4ba,Melissa Hardy,Republican,22,lower,,,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Assembly/Images/Hardy.Melissa.364.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=364,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=364,,,,,"1405 West Sunset Road, No. 101;Henderson, NV 89014-6673",,,,,,,
ocd-person/67891b1b-5be1-4ff2-9ced-413989109360,Michael C. Sprinkle,Democratic,30,lower,Michael C.,Sprinkle,,,,,"https://leg.state.nv.us/Session/80th2019/legislators/Assembly/Images/Sprinkle,M.jpg",https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=251,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=251,,,,,"P.O. Box 51202;Sparks, NV 89435-1202",Mike.Sprinkle@asm.state.nv.us,775-742-5935,,,,,
ocd-person/3435f7f4-4515-40da-a6e8-d03f1e01e9d3,Michelle Gorelow,Democratic,35,lower,,,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Assembly/Images/Gorelow.Michelle.367.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=367,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=367,,,,,"8545 West Warm Springs Road, Suite A-4;Las Vegas, NV 89113-3677",,,,,,,
ocd-person/6c677ee8-4d29-4fef-927f-675d809f258b,Moises (Mo) Denis,Democratic,2,upper,Moises,Denis,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Senators/Images/Denis.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=11,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=11,,,,,"3204 Osage Avenue;Las Vegas, NV 89101-1838",Moises.Denis@sen.state.nv.us,702-657-6857,,,,,
ocd-person/d2ca0a59-3bf1-4e1c-b4d7-9da33a4c5152,Nicole J. Cannizzaro,Democratic,6,upper,Nicole J.,Cannizzaro,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Senators/Images/Cannizzaro.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=347,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=347,,,,,"7901 Cocoa Beach Circle;Las Vegas, NV 89128",Nicole.Cannizzaro@sen.state.nv.us,775-684-1475,,,,,
ocd-person/e3c61d50-d2cf-44a4-8a31-77d368260215,Ozzie Fumo,Democratic,21,lower,Ozzie,Fumo,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Assembly/Images/Fumo.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=320,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=320,,,,,"601 Las Vegas Boulevard South;Las Vegas, NV 89101-6623",Ozzie.Fumo@asm.state.nv.us,702-683-4806,,,,,
ocd-person/313e26dd-bd3c-42fb-8694-b004661b068c,Pat Spearman,Democratic,1,upper,Pat,Spearman,,,,,"https://leg.state.nv.us/Session/80th2019/legislators/Senators/Images/Spearman,P.jpg",https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=204,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=204,,,,,"5575 Simmons Street, Suite 1-174;North Las Vegas, NV 89031-9009",Pat.Spearman@sen.state.nv.us,702-706-5785,,,,,
ocd-person/10a65aab-d47e-46c5-84d6-b35bafce0d35,Pete Goicoechea,Republican,19,upper,Pete,Goicoechea,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Senators/Images/Goicoechea.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=15,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=15,,,,,"P.O. Box 97;Eureka, NV 89316-0097",Pete.Goicoechea@sen.state.nv.us,775-237-5300,,,,,
ocd-person/4b09e6bc-114c-4dac-95b5-dfaa70f88325,Richard Carrillo,Democratic,18,lower,Richard,Carrillo,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Assembly/Images/Carrillo.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=116,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=116,,,,,"4819 Diza Court;Las Vegas, NV 89122-7574",Richard.Carrillo@asm.state.nv.us,702-273-8786,,,,,
ocd-person/6aa57859-c195-4a44-9404-b6e2bbe4ac04,Robin L. Titus,Republican,38,lower,Robin L.,Titus,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Assembly/Images/Titus.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=281,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=281,,,,,"P.O. Box 377;Wellington, NV 89444-0377",Robin.Titus@asm.state.nv.us,775-465-2587,,,,,
ocd-person/d84ad99c-617a-4d33-a351-8bde19868746,Rochelle T. Nguyen,Democratic,10,lower,,,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Assembly/Images/Nguyen.Rochelle.372.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=372,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=372,,,,,"P. O. Box 26025;Las Vegas, NV 89126-0025",,,,,,,
ocd-person/25e09131-39e3-4c58-96b0-6c1ac9e74b19,Sandra Jauregui,Democratic,41,lower,Sandra,Jauregui,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Assembly/Images/Jauregui.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=344,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=344,,,,,"7582 Las Vegas Boulevard South, No. 118;Las Vegas, NV 89123-1009",,,,,,,
ocd-person/be47c5c9-c307-4324-9e83-c46e594b5f06,Sarah Peters,Democratic,24,lower,,,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Assembly/Images/Peters.Sarah.356.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=356,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=356,,,,,"2258 Sunrise Drive;Reno, NV 89509-3750",,,,,,,
ocd-person/0150fa14-5f3f-454c-bd97-913af2471e07,Scott Hammond,Republican,18,upper,Scott,Hammond,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Senators/Images/Hammond.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=143,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=143,,,,,"8408 Gracious Pine Avenue;Las Vegas, NV 89143-4608",Scott.Hammond@sen.state.nv.us,702-523-9055,,,,,
ocd-person/59a3b5f2-a135-48e5-9baa-98585f8ff35e,Selena Torres,Democratic,3,lower,,,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Assembly/Images/Torres.Selena.359.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=359,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=359,,,,,"1027 South Rainbow Boulevard, No. 122;Las Vegas, NV 89145-6232",,,,,,,
ocd-person/c9d78312-791c-488f-9a62-6aca63db21f0,Shannon Bilbray-Axelrod,Democratic,34,lower,Shannon,Bilbray-Axelrod,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Assembly/Images/Bilbray-Axelrod.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=332,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=332,,,,,"7500 West Lake Mead Boulevard, Suite 9-486;Las Vegas, NV 89128-0298",,,,,,,
ocd-person/9c694eea-ad2d-4678-99c4-1ebba457a857,Shea Backus,Democratic,37,lower,,,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Assembly/Images/Backus.Shea.368.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=368,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=368,,,,,"2251 North Rampart Boulevard, No. 587;Las Vegas, NV 89128-7640",,,,,,,
ocd-person/3c8ae405-5bc3-4bf5-bb90-eca7fcd67ffd,Skip Daly,Democratic,31,lower,Skip,Daly,,,,,https://leg.state.nv.us/Session/80th2019/legislators/Assembly/Images/Daly.jpg,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=155,https://www.leg.state.nv.us/App/Legislator/A/api/80th2019/Legislator?id=155,,,,,"2180 4th Street;Sparks, NV 89431-2201",Skip.Daly@asm.state.nv.us,775-359-0731,,,,,
