id,name,current_party,current_district,current_chamber,given_name,family_name,gender,biography,birth_date,death_date,image,links,sources,capitol_address,capitol_email,capitol_voice,capitol_fax,district_address,district_email,district_voice,district_fax,twitter,youtube,instagram,facebook
ocd-person/0ddf3b75-c450-419e-8235-553157770e49,Cathy Kipp,Democratic,52,lower,Cathy,Kipp,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rep_kipp_original.jpg?itok=mHkypKKy,http://leg.colorado.gov/legislators/cathy-kipp,http://leg.colorado.gov/legislators/cathy-kipp;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 307;Denver, CO 80203",cathy.kipp.house@state.co.us,303-866-4569,,,,,,,,,
ocd-person/38bd0587-d043-4341-bad9-1bfa903d9dcd,Chris Hansen,Democratic,6,lower,Chris,Hansen,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_hansen-co-17.jpg?itok=bLUlzHUf,http://leg.colorado.gov/legislators/chris-hansen,http://leg.colorado.gov/legislators/chris-hansen;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 307;Denver, CO 80203",chris.hansen.house@state.co.us,303-866-2967,,,,,,,,,
ocd-person/075fdf6c-4ce9-4095-9f68-e7b7ab755b48,Chris Holbert,Republican,30,upper,Chris,Holbert,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_holbert-co-17.jpg?itok=dNp_ptIy,http://leg.colorado.gov/legislators/chris-holbert,http://leg.colorado.gov/legislators/chris-holbert;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 346;Denver, CO 80203",chris.holbert.senate@state.co.us,303-866-4881,,,,,,,,,
ocd-person/92715424-bafa-4ad8-b311-eca3e575c86f,Chris Kennedy,Democratic,23,lower,Chris,Kennedy,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_kennedy-co-17.jpg?itok=aQAd0yev,http://leg.colorado.gov/legislators/chris-kennedy,http://leg.colorado.gov/legislators/chris-kennedy;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 307;Denver, CO 80203",chris.kennedy.house@state.co.us,303-866-2951,,,,,,,,,
ocd-person/ff73fe0b-5737-45a5-a032-b2cdb55caddc,Colin Larson,Republican,22,lower,,,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_larson-colin.jpg?itok=zvsXNDAG,http://leg.colorado.gov/legislators/colin-larson,http://leg.colorado.gov/legislators/colin-larson;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 307;Denver, CO 80203",colin.larson.house@state.co.us,303-866-2927,,,,,,,,,
ocd-person/a37712a4-bcbe-4179-83c7-ab0574fccedc,Dafna Michaelson Jenet,Democratic,30,lower,Dafna,Michaelson Jenet,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_michaelson_jenet-co-17.jpg?itok=JaWxbtOV,http://leg.colorado.gov/legislators/dafna-michaelson-jenet,http://leg.colorado.gov/legislators/dafna-michaelson-jenet;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 307;Denver, CO 80203",dafna.michaelson.jenet.house@state.co.us,303-866-2945,,,,,,,,,
ocd-person/86d825c7-ac05-4dbc-8f19-8d924a0c2d92,Daneya Esgar,Democratic,46,lower,Daneya,Esgar,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_esgar-co-17.jpg?itok=_GbR1JKU,http://leg.colorado.gov/legislators/daneya-esgar,http://leg.colorado.gov/legislators/daneya-esgar;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 307;Denver, CO 80203",daneya.esgar.house@state.co.us,303-866-2968,,,,,,,,,
ocd-person/aa5881af-90f2-4a0c-abc1-d2cad081598e,Dave Williams,Republican,15,lower,Dave,Williams,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_williams-co-17.jpg?itok=yKkJbvvt,http://leg.colorado.gov/legislators/dave-williams,http://leg.colorado.gov/legislators/dave-williams;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 307;Denver, CO 80203",dave.williams.house@state.co.us,303-866-5525,,,,,,,,,
ocd-person/c62006dc-a294-462c-a97f-430b67b0a550,Dennis Hisey,Republican,2,upper,,,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_hisey-dennis.jpg?itok=10i1EBwn,http://leg.colorado.gov/legislators/dennis-hisey,http://leg.colorado.gov/legislators/dennis-hisey;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 346;Denver, CO 80203",dennis.hisey.senate@state.co.us,303-866-4877,,,,,,,,,
ocd-person/698cdd09-6b39-4e6b-bdc7-5f8529a74c6e,Dominick Moreno,Democratic,21,upper,Dominick,Moreno,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_moreno-co-17.jpg?itok=znFiejwW,http://leg.colorado.gov/legislators/dominick-moreno,http://leg.colorado.gov/legislators/dominick-moreno;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 346;Denver, CO 80203",dominick.moreno.senate@state.co.us,303-866-4857,,,,,,,,,
ocd-person/afc98d85-24dd-4dc8-9552-3d7f76f7d697,Dominique Jackson,Democratic,42,lower,Dominique,Jackson,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_jackson-co-17.jpg?itok=dnt0xqFm,http://leg.colorado.gov/legislators/dominique-jackson,http://leg.colorado.gov/legislators/dominique-jackson;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 307;Denver, CO 80203",dominique.jackson.house@state.co.us,303-866-3911,,,,,,,,,
ocd-person/9ee37d1e-f113-4f77-b24f-b21fd66d3a16,Don Coram,Republican,6,upper,Don,Coram,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_coram-co-17.jpg?itok=Z45YurSb,http://leg.colorado.gov/legislators/don-coram,http://leg.colorado.gov/legislators/don-coram;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 346;Denver, CO 80203",don.coram.senate@state.co.us,303-866-4884,,,,,,,,,
ocd-person/3cea6f74-197b-4b53-9afb-a461f6d656c6,Donald Valdez,Democratic,62,lower,Donald,Valdez,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_valdez-co-17.jpg?itok=rWC3-m34,http://leg.colorado.gov/legislators/donald-valdez,http://leg.colorado.gov/legislators/donald-valdez;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 307;Denver, CO 80203",donald.valdez.house@state.co.us,303-866-2916,,,,,,,,,
ocd-person/4be512fb-5ebc-422c-a858-d250cb5568ad,Dylan Roberts,Democratic,26,lower,Dylan,Roberts,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_droberts.jpg?itok=-Zz_VS8e,http://leg.colorado.gov/legislators/dylan-roberts,http://leg.colorado.gov/legislators/dylan-roberts;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 307;Denver, CO 80203",dylan.roberts.house@state.co.us,303-866-2923,,,,,,,,,
ocd-person/55c2b573-abb5-4055-b2d2-0a3a9318f27f,Edie Hooton,Democratic,10,lower,Edie,Hooton,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_hooton-co-17.jpg?itok=hK1XIh6V,http://leg.colorado.gov/legislators/edie-hooton,http://leg.colorado.gov/legislators/edie-hooton;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 307;Denver, CO 80203",edie.hooton.house@state.co.us,303-866-2915,,,,,,,,,
ocd-person/c8c1a9c5-c7c2-4894-8829-fc83251bcaf2,Emily Sirota,Democratic,9,lower,,,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_sirota-emily.jpg?itok=e9XBXJ5t,http://leg.colorado.gov/legislators/emily-sirota,http://leg.colorado.gov/legislators/emily-sirota;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 307;Denver, CO 80203",emily.sirota.house@state.co.us,303-866-2910,,,,,,,,,
ocd-person/d8091b89-e076-404f-a2a3-886f5cb9b89c,Faith Winter,Democratic,24,upper,Faith,Winter,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_winter-faith.jpg?itok=Vd3YcwP_,http://leg.colorado.gov/legislators/faith-winter,http://leg.colorado.gov/legislators/faith-winter;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 346;Denver, CO 80203",faith.winter.senate@state.co.us,303-866-4863,,,,,,,,,
ocd-person/567d2d5d-0c80-4024-8760-5c406b4855ff,Hugh McKean,Republican,51,lower,Hugh,McKean,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_mckean-co-17.jpg?itok=cBxlBINn,http://leg.colorado.gov/legislators/hugh-mckean,http://leg.colorado.gov/legislators/hugh-mckean;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 307;Denver, CO 80203",hugh.mckean.house@state.co.us,303-866-2947,,,,,,,,,
ocd-person/b76cd339-93bf-4af3-95f8-eb341ba6ec0f,Jack Tate,Republican,27,upper,Jack,Tate,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_tate-co-17.jpg?itok=WAQ88DkU,http://leg.colorado.gov/legislators/jack-tate,http://leg.colorado.gov/legislators/jack-tate;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 346;Denver, CO 80203",jack.tate.senate@state.co.us,303-866-4883,,,,,,,,,
ocd-person/ff2f6795-50ae-4554-a2bb-ff5ae29c54ea,James Coleman,Democratic,7,lower,James,Coleman,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_coleman-co-17.jpg?itok=SXA5cYUc,http://leg.colorado.gov/legislators/james-coleman,http://leg.colorado.gov/legislators/james-coleman;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 307;Denver, CO 80203",james.coleman.house@state.co.us,303-866-2909,,,,,,,,,
ocd-person/2fd45c8b-8d38-49b5-a260-982d7c50423d,James Wilson,Republican,60,lower,James,Wilson,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_wilson-co-17.jpg?itok=7g6jQQMS,http://leg.colorado.gov/legislators/james-d-wilson,http://leg.colorado.gov/legislators/james-d-wilson;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 307;Denver, CO 80203",representativewilson@gmail.com,303-866-2747,,,,,,,,,
ocd-person/317988cd-610a-4840-b55d-9d050a07fb32,Janet Buckner,Democratic,40,lower,Janet,Buckner,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_buckner-co-17.jpg?itok=pJUma4U9,http://leg.colorado.gov/legislators/janet-p-buckner,http://leg.colorado.gov/legislators/janet-p-buckner;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 307;Denver, CO 80203",janet.buckner.house@state.co.us,303-866-2944,,,,,,,,,
ocd-person/45efea89-1f3a-497d-8963-37d9f9d1281f,Janice Rich,Republican,55,lower,,,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rich-janice.jpg?itok=suPk-5q1,http://leg.colorado.gov/legislators/janice-rich,http://leg.colorado.gov/legislators/janice-rich;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 307;Denver, CO 80203",janice.rich.house@state.co.us,303-866-3068,,,,,,,,,
ocd-person/c2cade07-9c95-4439-938c-77ac4ed44fab,Jeff Bridges,Democratic,26,upper,Jeff,Bridges,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_bridges-co-17.jpg?itok=gRelez2U,http://leg.colorado.gov/legislators/jeff-bridges,http://leg.colorado.gov/legislators/jeff-bridges;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 346;Denver, CO 80203",jeff.bridges.senate@state.co.us,303-866-4846,,,,,,,,,
ocd-person/e058cefb-c8bb-4251-947a-f0af071dfe02,Jeni James Arndt,Democratic,53,lower,Jeni,Arndt,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_arndt-co-17.jpg?itok=JjJAv3JQ,http://leg.colorado.gov/legislators/jeni-james-arndt,http://leg.colorado.gov/legislators/jeni-james-arndt;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 307;Denver, CO 80203",jeni.arndt.house@state.co.us,303-866-2917,,,,,,,,,
ocd-person/ba633379-3da7-44a4-b302-b9e2b4536063,Jerry Sonnenberg,Republican,1,upper,Jerry,Sonnenberg,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_sonnenberg-co-17.jpg?itok=QwrUUCp8,http://leg.colorado.gov/legislators/jerry-sonnenberg,http://leg.colorado.gov/legislators/jerry-sonnenberg;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 346;Denver, CO 80203",senatorsonnenberg@gmail.com,303-866-6360,,,,,,,,,
ocd-person/c06af980-c553-4f79-a39d-295b7226f029,Jessie Danielson,Democratic,20,upper,Jessie,Danielson,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_danielson-jessie.jpg?itok=wkohEvVs,http://leg.colorado.gov/legislators/jessie-danielson,http://leg.colorado.gov/legislators/jessie-danielson;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 346;Denver, CO 80203",jessie.danielson.senate@state.co.us,303-866-4856,,,,,,,,,
ocd-person/e389192e-edc9-448f-a6ca-6a9eb800ae8e,Jim Smallwood,Republican,4,upper,Jim,Smallwood,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_smallwood-co-17.jpg?itok=e3iIFp2J,http://leg.colorado.gov/legislators/jim-smallwood,http://leg.colorado.gov/legislators/jim-smallwood;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 346;Denver, CO 80203",senatorsmallwood@gmail.com,303-866-4869,,,,,,,,,
ocd-person/a9bfb020-3b00-4b9d-8c22-447e365c3b0f,Joann Ginal,Democratic,14,upper,Joann,Ginal,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_ginal-co-17.jpg?itok=b1cKah4Q,http://leg.colorado.gov/legislators/joann-ginal,http://leg.colorado.gov/legislators/joann-ginal;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 346;Denver, CO 80203",joannginal@yahoo.com,303-866-4841,,,,,,,,,
ocd-person/215dd9a2-b7ee-45b8-8407-b469afccfcf9,John Cooke,Republican,13,upper,John,Cooke,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_cooke-co-17.jpg?itok=Xrb75dyd,http://leg.colorado.gov/legislators/john-cooke,http://leg.colorado.gov/legislators/john-cooke;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 346;Denver, CO 80203",john.cooke.senate@state.co.us,303-866-4451,,,,,,,,,
ocd-person/6f4bf28b-e0dd-450f-89c9-88108d44db2b,Jonathan Singer,Democratic,11,lower,Jonathan,Singer,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_singer-co-17.jpg?itok=egBrUUHK,http://leg.colorado.gov/legislators/jonathan-singer,http://leg.colorado.gov/legislators/jonathan-singer;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 307;Denver, CO 80203",jonathan.singer.house@state.co.us,303-866-2780,,,,,,,,,
ocd-person/c5745978-e793-451c-a6e3-6947e9ca4511,Jovan Melton,Democratic,41,lower,Jovan,Melton,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_melton-co-17.jpg?itok=WAuhhBxo,http://leg.colorado.gov/legislators/jovan-melton,http://leg.colorado.gov/legislators/jovan-melton;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 307;Denver, CO 80203",jovan.melton.house@state.co.us,303-866-2919,,,,,,,,,
ocd-person/8dae5ba5-6741-4aca-8c1e-24f014fda187,Julie Gonzales,Democratic,34,upper,,,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_gonzales-julie.jpg?itok=6oU22Tul,http://leg.colorado.gov/legislators/julie-gonzales,http://leg.colorado.gov/legislators/julie-gonzales;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 346;Denver, CO 80203",julie.gonzales.senate@state.co.us,303-866-4862,,,,,,,,,
ocd-person/fd2cb73e-2c46-4009-932b-d235f24fc442,Julie McCluskie,Democratic,61,lower,,,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_mccluskie-julie.jpg?itok=OR2uQk0x,http://leg.colorado.gov/legislators/julie-mccluskie,http://leg.colorado.gov/legislators/julie-mccluskie;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 307;Denver, CO 80203",Julie.mccluskie.house@state.co.us,303-866-2952,,,,,,,,,
ocd-person/c10d3618-30ab-4b09-8858-828d71e97f6d,KC Becker,Democratic,13,lower,KC,Becker,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_beckerkc-co-17.jpg?itok=0RQCvI7T,http://leg.colorado.gov/legislators/kc-becker,http://leg.colorado.gov/legislators/kc-becker;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 307;Denver, CO 80203",kcbecker.house@state.co.us,303-866-2578,,,,,,,,,
ocd-person/e88f6ebc-1e9e-4c7c-9045-e6f3c22dc90a,Kerry Donovan,Democratic,5,upper,Kerry,Donovan,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_donovan-co-17.jpg?itok=9FXQqDOk,http://leg.colorado.gov/legislators/kerry-donovan,http://leg.colorado.gov/legislators/kerry-donovan;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 346;Denver, CO 80203",kerry.donovan.senate@state.co.us,303-866-4871,,,,,,,,,
ocd-person/b45229f3-b995-4266-8398-aaf7f54dbdc8,Kerry Tipper,Democratic,28,lower,,,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rep%20tipper.jpg?itok=DG4C6LJD,http://leg.colorado.gov/legislators/kerry-tipper,http://leg.colorado.gov/legislators/kerry-tipper;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 307;Denver, CO 80203",kerry.tipper.house@state.co.us,303-866-2939,,,,,,,,,
ocd-person/a68ea419-4fcb-4f7f-9797-77dd2b57ebca,Kevin Priola,Republican,25,upper,Kevin,Priola,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_priola-co-17.jpg?itok=-TzBx3rF,http://leg.colorado.gov/legislators/kevin-priola,http://leg.colorado.gov/legislators/kevin-priola;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 346;Denver, CO 80203",kpriola@gmail.com,303-866-4855,,,,,,,,,
ocd-person/f4af69ce-6bef-4127-bbf7-bb92c5b80465,Kevin Van Winkle,Republican,43,lower,Kevin,Van Winkle,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_vanwinkle-co-17.jpg?itok=JpKFq5dk,http://leg.colorado.gov/legislators/kevin-van-winkle,http://leg.colorado.gov/legislators/kevin-van-winkle;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 307;Denver, CO 80203",kevin.vanwinkle.house@state.co.us,303-866-2936,,,,,,,,,
ocd-person/1e7fd7df-2f64-4122-834d-1864793c69fb,Kim Ransom,Republican,44,lower,Kim,Ransom,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_ransom-co-17.jpg?itok=aSF4PGyK,http://leg.colorado.gov/legislators/kim-ransom,http://leg.colorado.gov/legislators/kim-ransom;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 307;Denver, CO 80203",kim.ransom.house@state.co.us,303-866-2933,,,,,,,,,
ocd-person/bc7be948-aece-46e3-a6d7-a1009edfa473,Kimmi Lewis,Republican,64,lower,Kimmi,Lewis,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_lewis-co-17.jpg?itok=8-e4m5Bj,http://leg.colorado.gov/legislators/kimmi-lewis,http://leg.colorado.gov/legislators/kimmi-lewis;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 307;Denver, CO 80203",kimmi.lewis.house@state.co.us,303-866-2398,,,,,,,,,
ocd-person/ebf0c3de-2f58-436f-af67-12863f9cb552,Kyle Mullica,Democratic,34,lower,,,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_mullica-kyle.jpg?itok=6swzK0ij,http://leg.colorado.gov/legislators/kyle-mullica,http://leg.colorado.gov/legislators/kyle-mullica;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 307;Denver, CO 80203",kyle.mullica.house@state.co.us,303-866-2931,,,,,,,,,
ocd-person/0aa23426-e455-4250-b246-ed302688ecea,Larry Crowder,Republican,35,upper,Larry,Crowder,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_crowder-co-17.jpg?itok=RQJQiORs,http://leg.colorado.gov/legislators/larry-w-crowder,http://leg.colorado.gov/legislators/larry-w-crowder;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 346;Denver, CO 80203",larry.crowder.senate@state.co.us,303-866-4875,,,,,,,,,
ocd-person/c9fd6b10-91a3-44ec-ac6a-48f73eee3ed1,Larry Liston,Republican,16,lower,Larry,Liston,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_liston-co-17.jpg?itok=O8XE3u7r,http://leg.colorado.gov/legislators/larry-liston,http://leg.colorado.gov/legislators/larry-liston;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 307;Denver, CO 80203",larry.liston.house@state.co.us,303-866-2937,,,,,,,,,
ocd-person/6aa0113f-e293-4be5-b0e2-715581e84878,Leroy Garcia,Democratic,3,upper,Leroy,Garcia,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_s-garcia%2C%20leroy.jpg?itok=xDVUIFpK,http://leg.colorado.gov/legislators/leroy-m-garcia-jr,http://leg.colorado.gov/legislators/leroy-m-garcia-jr;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 346;Denver, CO 80203",leroy.garcia.senate@state.co.us,303-866-4878,,,,,,,,,
ocd-person/a91826de-a61a-44e8-84b1-9f31f3dd32cb,Leslie Herod,Democratic,8,lower,Leslie,Herod,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_rsz_herod-co-17.jpg?itok=KJf8fAmU,http://leg.colorado.gov/legislators/leslie-herod,http://leg.colorado.gov/legislators/leslie-herod;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 307;Denver, CO 80203",leslie.herod.house@state.co.us,303-866-2959,,,,,,,,,
ocd-person/5226ebdd-0710-49da-b446-61fac19765ce,Lisa Cutter,Democratic,25,lower,,,,,,,http://leg.colorado.gov/sites/default/files/styles/width_300/public/2019a_cutter-lisa.jpg?itok=u_DgfPi5,http://leg.colorado.gov/legislators/lisa-cutter,http://leg.colorado.gov/legislators/lisa-cutter;http://leg.colorado.gov/legislators,"200 E. Colfax;RM 307;Denver, CO 80203",lisa.cutter.house@state.co.us,303-866-2582,,,,,,,,,
